일자,기온(°C),기온(°F),습도(%),열지수
20120617,23.6,74.4,53.7,23.56
20120618,24.7,76.4,47,24.69
20120619,26.1,79,44.9,26.11
20120620,25.6,78,46.8,25.56
20120621,25.7,78.2,56.5,25.68
20120622,24.4,75.9,61.1,24.36
20120623,26.1,79,57.2,26.09
20120624,27.8,82,48.6,28.1
20120625,26.7,80,40.8,26.67
20120626,24.7,76.4,44.9,24.65
20120627,24.6,76.2,47.2,24.57
20120628,25.3,77.5,50.5,25.26
20120629,26.2,79.2,57.2,26.25
20120630,22.1,71.7,88.5,22.06
20120701,21.4,70.5,81.6,21.4
20120702,24,75.2,63,23.98
20120703,22.8,73,76.3,22.75
20120704,24.2,75.6,80.5,24.22
20120705,22.9,73.2,88.8,22.88
20120706,21,69.7,89.2,20.96
20120707,24.5,76,63.6,24.45
20120708,25.8,78.4,63.7,25.79
20120709,26.1,79,64.6,26.09
20120710,26.3,79.4,65.9,26.35
20120711,23.4,74.1,83.6,23.39
20120712,24.4,75.9,72.5,24.36
20120713,26.1,79,75.8,26.11
20120714,23.3,73.9,80.8,23.25
20120715,19.8,67.6,89.3,19.78
20120716,21.7,71,81,21.65
20120717,25.1,77.3,71.9,25.14
20120718,26.1,79,79.3,26.09
20120719,24,75.2,85.3,23.99
20120720,25.4,77.6,75,25.35
20120721,27.4,81.4,67.6,29.34
20120722,27.1,80.7,75.3,29.41
20120723,27.6,81.7,73.8,30.42
20120724,28,82.4,71.5,30.83
20120725,27.9,82.2,69,30.28
20120726,28.2,82.7,62.9,30.07
20120727,27.9,82.2,67.7,30.21
20120728,28.4,83.1,67.8,31.13
20120729,29.2,84.5,67,32.54
20120730,28.1,82.6,73.2,31.34
20120731,29,84.2,68,32.32
20120801,30.7,87.3,57.8,33.75
20120802,30.7,87.3,52.8,32.68
20120803,31.2,88.2,52.4,33.49
20120804,31.7,89,50.4,33.83
20120805,31.8,89.2,50.8,34.16
20120806,31.5,88.8,53.8,34.41
20120807,30.7,87.2,49,31.87
20120808,29.7,85.4,50,30.55
20120809,29.6,85.3,62.6,32.64
20120810,27.5,81.6,69.2,29.7
20120811,27.5,81.5,65.7,29.25
20120812,25.8,78.4,78.9,25.75
20120813,26.5,79.7,66.3,26.48
20120814,26.8,80.3,61.9,28.01
20120815,24,75.1,87.4,23.96
20120816,25.7,78.3,70,25.74
20120817,27.4,81.2,73.9,29.88
20120818,27.2,81,80.5,30.31
20120819,27.9,82.2,76,31.26
20120820,25.5,77.9,86.9,25.48
20120821,25.4,77.7,84.4,25.41
20120822,22.3,72.1,81.7,22.28
20120823,22.7,72.9,69.6,22.75
20120824,23.3,73.9,68.1,23.3
20120825,24.7,76.5,81,24.72
20120826,27.4,81.2,73.2,29.8
20120827,28.4,83.2,60.8,30.21
20120828,26.7,80.1,65.7,28.07
20120829,25.5,77.9,71.1,25.49
20120830,21.7,71,87.5,21.68
20120831,23.6,74.4,64.2,23.55
20120901,25.3,77.5,69.5,25.27
20120902,24.9,76.7,64.3,24.85
20120903,25,77.1,71.5,25.03
20120904,22.2,72,82.5,22.2
20120905,22.4,72.3,64.7,22.37
20120906,21.5,70.6,51.2,21.47
20120907,22.4,72.3,59.3,22.41
20120908,20.2,68.4,73,20.2
20120909,20.7,69.2,68,20.68
20120910,22.9,73.2,63.8,22.87
20120911,22.9,73.2,51.8,22.9
20120912,21.4,70.6,68.5,21.44
20120913,20,68,85.9,19.99
20120914,19.3,66.8,70.3,19.33
20120915,20.8,69.5,58.8,20.84
20120916,20.2,68.3,56.7,20.17
20120917,17.2,63,86.7,17.22
20120918,20.7,69.2,72,20.66
20120919,20.7,69.3,63.7,20.72
20120920,20,68.1,68.9,20.05
20120921,20.1,68.2,69.1,20.11
20120922,20.5,68.9,60,20.49
20120923,21.4,70.5,57.6,21.37
20120924,21.5,70.6,49.3,21.45
20120925,21.8,71.3,51.9,21.83
20120926,21.2,70.1,59,21.18
20120927,20.4,68.7,62.6,20.39
20120928,18,64.4,73,17.98
20120929,16.3,61.4,58.9,16.31
20120930,16.1,60.9,64,16.05
20130501,13.3,55.9,49.3,13.27
20130502,12.5,54.6,64.2,12.53
20130503,12.6,54.7,65.9,12.58
20130504,13.9,57.1,57.9,13.93
20130505,14.3,57.7,52.5,14.29
20130506,14.4,57.9,55.5,14.37
20130507,18.6,65.5,40.8,18.6
20130508,19.2,66.6,33.5,19.24
20130509,18.1,64.6,52.8,18.12
20130510,14.4,57.9,89.2,14.38
20130511,17.4,63.3,57.3,17.4
20130512,19.1,66.4,61.2,19.13
20130513,21.5,70.8,47,21.54
20130514,20.3,68.6,42.3,20.34
20130515,19.4,67,59.5,19.43
20130516,21.9,71.4,34.4,21.88
20130517,20.4,68.7,33.3,20.38
20130518,17.8,64.1,60.1,17.82
20130519,16.5,61.8,81.5,16.54
20130520,14.6,58.3,76.8,14.6
20130521,17.4,63.3,46.5,17.4
20130522,19.5,67,46.5,19.47
20130523,22,71.6,59.5,22
20130524,21.2,70.2,59.8,21.24
20130525,24.3,75.7,50.9,24.3
20130526,24,75.1,45.2,23.96
20130527,20,68.1,77.7,20.03
20130528,18.9,66,89.5,18.91
20130529,16.3,61.3,87.9,16.3
20130530,19,66.2,59.5,19
20130531,20.9,69.7,47.7,20.95
20130601,21.9,71.5,43.4,21.95
20130602,23.3,73.9,50.9,23.25
20130603,21.8,71.2,56.8,21.77
20130604,22.5,72.5,55.9,22.49
20130605,24.6,76.3,50.8,24.61
20130606,25,77,55.5,25.03
20130607,25.6,78.1,53,25.59
20130608,26.2,79.1,47.8,26.15
20130609,27.3,81.2,39,27.07
20130610,27.4,81.3,35.5,26.94
20130611,24.2,75.5,53.1,24.18
20130612,20.6,69,86.5,20.56
20130613,22.8,73.1,70.1,22.82
20130614,24.6,76.3,63.2,24.64
20130615,24.7,76.5,58.2,24.72
20130616,22.6,72.6,70.1,22.58
20130617,22.3,72.2,75.3,22.33
20130618,21.7,71,89.8,21.66
20130619,24.3,75.7,73.8,24.27
20130620,25.5,78,59.5,25.54
20130621,26.5,79.7,57,26.5
20130622,25.3,77.5,63.6,25.26
20130623,23.1,73.6,68.1,23.14
20130624,23.3,74,67.4,23.33
20130625,24.9,76.8,60.5,24.87
20130626,24.6,76.3,57.9,24.62
20130627,25,77,62.8,25.03
20130628,25.4,77.7,62.3,25.41
20130629,27.1,80.7,55.4,27.85
20130630,27.9,82.1,57.8,29.01
20130701,27.3,81.1,57.5,28.25
20130702,24.7,76.5,80.5,24.74
20130703,24.9,76.8,69.8,24.91
20130704,25.1,77.2,83.1,25.13
20130705,25.5,77.8,75.1,25.45
20130706,25.2,77.4,72.4,25.22
20130707,24.8,76.7,78.5,24.82
20130708,24.5,76,88.1,24.45
20130709,24.5,76,87.2,24.45
20130710,25.3,77.5,83.3,25.28
20130711,24.6,76.3,85.9,24.62
20130712,23.7,74.6,88.3,23.66
20130713,24,75.2,90,23.99
20130714,24.2,75.6,90.7,24.22
20130715,26.3,79.3,81.6,26.3
20130716,27,80.5,69.8,28.77
20130717,24.3,75.7,88.6,24.29
20130718,24.9,76.8,87.3,24.9
20130719,26.8,80.2,73.3,28.71
20130720,27,80.7,70,28.92
20130721,26.7,80,78.9,28.98
20130722,26.3,79.4,81.9,26.35
20130723,25.7,78.2,87,25.65
20130724,25,77,79,25
20130725,25.9,78.6,71.4,25.9
20130726,26.5,79.7,71.4,26.53
20130727,26.1,78.9,68.7,26.08
20130728,25.3,77.6,82.9,25.32
20130729,26.6,79.9,82.8,26.59
20130730,26.2,79.1,72.7,26.19
20130731,26.3,79.4,76.5,26.32
20130801,27.8,82,66.7,29.86
20130802,27.3,81.2,79.4,30.39
20130803,28.9,84.1,72.1,32.98
20130804,28.3,82.9,76.8,32.3
20130805,27.7,81.9,78.7,31.17
20130806,26.6,79.8,81.1,26.57
20130807,28.4,83.2,73.8,32.11
20130808,29.2,84.6,73.6,33.98
20130809,29.1,84.4,79.5,34.85
20130810,28.2,82.8,81.6,32.98
20130811,28.5,83.2,72.7,31.99
20130812,29.4,84.9,69.5,33.52
20130813,29.1,84.3,66.3,32.21
20130814,28.7,83.6,66.6,31.45
20130815,28.7,83.6,71.1,32.2
20130816,28.7,83.7,71.9,32.5
20130817,28.8,83.8,69.7,32.19
20130818,28.5,83.3,72.1,32.04
20130819,28.2,82.8,70.4,31.11
20130820,27.4,81.3,63.1,28.89
20130821,28.4,83.2,55.7,29.57
20130822,29.2,84.6,58.2,31.15
20130823,26.1,78.9,78.2,26.07
20130824,26.5,79.7,61.4,26.49
20130825,27,80.6,53.5,27.61
20130826,26.9,80.5,54.7,27.66
20130827,25.7,78.3,61.2,25.71
20130828,26.2,79.2,60.3,26.23
20130829,25.6,78,77.9,25.55
20130830,25.3,77.5,69.8,25.25
20130831,23.9,75,67.8,23.87
20130901,23.6,74.5,56.4,23.6
20130902,22.4,72.4,48.7,22.43
20130903,21.8,71.2,45,21.79
20130904,21.9,71.5,44.9,21.94
20130905,21.2,70.1,51.4,21.15
20130906,21,69.8,59.6,20.98
20130907,21.8,71.3,60.7,21.83
20130908,22.8,73,63.5,22.8
20130909,22.9,73.2,67.5,22.9
20130910,22.2,72,75.6,22.24
20130911,19.9,67.9,90.3,19.95
20130912,22.9,73.2,80.3,22.86
20130913,22.8,73,87.6,22.75
20130914,23.2,73.7,81.1,23.16
20130915,23.5,74.3,62.9,23.51
20130916,20.9,69.6,49.3,20.9
20130917,22.5,72.4,48.2,22.45
20130918,24.1,75.4,54.7,24.09
20130919,24.9,76.7,54.8,24.85
20130920,23.4,74.2,70.3,23.43
20130921,23.6,74.5,69.9,23.64
20130922,23.4,74.1,54.5,23.38
20130923,23.5,74.2,54.6,23.47
20130924,22.4,72.2,80.8,22.35
20130925,19.9,67.8,60,19.91
20130926,17.3,63.1,36.5,17.28
20130927,17.6,63.7,49.3,17.6
20130928,17.6,63.7,67.4,17.64
20130929,17,62.6,86.8,16.99
20130930,20.6,69.1,72,20.62
20140501,15.9,60.7,59.3,15.93
20140502,15.8,60.5,71.4,15.82
20140503,13.1,55.6,56.1,13.1
20140504,12.5,54.4,56.5,12.47
20140505,11.2,52.1,55.3,11.16
20140506,12.9,55.3,50.6,12.93
20140507,15.4,59.8,44,15.44
20140508,14.9,58.7,83.4,14.85
20140509,16.5,61.6,62.8,16.45
20140510,20.1,68.3,44.9,20.14
20140511,19.3,66.8,48.3,19.31
20140512,16.5,61.6,80,16.46
20140513,18.9,66,70.5,18.87
20140514,19.8,67.7,58.3,19.81
20140515,18.5,65.2,66.5,18.46
20140516,18.8,65.9,52.3,18.81
20140517,20.1,68.2,48,20.09
20140518,20.3,68.5,49.1,20.27
20140519,19.8,67.6,54.8,19.78
20140520,21.4,70.6,46.2,21.42
20140521,20.3,68.6,62.6,20.35
20140522,20.6,69.1,63.8,20.58
20140523,22.1,71.8,66.9,22.12
20140524,21,69.8,71.5,21.02
20140525,20.6,69.2,74.4,20.65
20140526,19.6,67.2,69.1,19.55
20140527,22.5,72.6,49.9,22.54
20140528,24.1,75.3,58.9,24.05
20140529,23.2,73.8,57.5,23.23
20140530,24.7,76.4,43.3,24.65
20140531,26.2,79.2,48.8,26.23
20140601,24.8,76.6,58.4,24.76
20140602,22.7,72.9,71.9,22.7
20140603,19,66.1,93.8,18.96
20140604,22.8,73,63.2,22.75
20140605,22.8,73.1,59.8,22.82
20140606,24.4,75.9,56.4,24.4
20140607,23.4,74.2,64.6,23.44
20140608,21.5,70.7,74,21.51
20140609,22.7,72.8,72.4,22.65
20140610,23.6,74.5,70.5,23.63
20140611,20.5,68.9,86,20.52
20140612,21.1,70,75.5,21.08
20140613,21.2,70.2,80.4,21.21
20140614,22.4,72.3,71.7,22.41
20140615,23.2,73.7,70.1,23.16
20140616,23.8,74.8,65.9,23.78
20140617,24.8,76.6,70.5,24.78
20140618,24.4,75.9,70.5,24.36
20140619,22.6,72.7,78.8,22.6
20140620,24,75.3,76.3,24.05
20140621,23.3,74,80.5,23.31
20140622,23.6,74.5,74.5,23.6
20140623,20.9,69.6,92.4,20.9
20140624,22.8,73,75.9,22.78
20140625,23.7,74.7,73.9,23.72
20140626,24.3,75.8,68.9,24.32
20140627,24.2,75.5,73.7,24.16
20140628,23.8,74.9,71.3,23.84
20140629,24.1,75.4,70.2,24.14
20140630,25.3,77.5,67.3,25.27
20140701,25.9,78.7,69.3,25.95
20140702,25.8,78.4,74.8,25.79
20140703,22.5,72.6,87.2,22.55
20140704,26.6,79.9,62.3,26.6
20140705,25.9,78.6,69.5,25.88
20140706,25.7,78.2,67.4,25.68
20140707,27,80.5,61.3,28.13
20140708,25.9,78.6,72.4,25.9
20140709,27.7,81.9,77,31
20140710,28.7,83.6,61,30.62
20140711,27.1,80.7,63,28.39
20140712,25.4,77.8,73.8,25.43
20140713,25.3,77.6,73.7,25.33
20140714,26.3,79.3,71.4,26.28
20140715,26.8,80.3,69.6,28.54
20140716,26.6,79.9,67.9,26.63
20140717,25.9,78.7,74.8,25.93
20140718,26.1,79,79.1,26.08
20140719,27.1,80.8,78.4,29.85
20140720,27.8,82.1,76.9,31.2
20140721,27.4,81.3,73.9,29.98
20140722,25.9,78.7,83,25.92
20140723,24,75.1,90,23.96
20140724,21.7,71.1,92.6,21.7
20140725,27.2,81,82.5,30.45
20140726,23.2,73.7,84.9,23.16
20140727,24.9,76.9,74.8,24.95
20140728,26.4,79.6,72.3,26.44
20140729,26.6,79.8,68.5,26.56
20140730,28.4,83.2,71,31.69
20140731,28.7,83.7,75.5,33.15
20140801,29.9,85.8,65.3,33.66
20140802,31.4,88.5,54.3,34.26
20140803,26.6,80,85.3,26.65
20140804,26.5,79.6,93.5,26.47
20140805,26.7,80,86.7,29.67
20140806,24.7,76.4,92.5,24.68
20140807,24.6,76.3,91.1,24.61
20140808,26.1,79,65.3,26.11
20140809,26.4,79.6,48.6,26.44
20140810,23.9,75,75.8,23.87
20140811,23.3,74,79.5,23.32
20140812,25.8,78.4,76.7,25.77
20140813,24.3,75.8,77.5,24.32
20140814,22.3,72.2,78.3,22.34
20140815,24.7,76.4,73.5,24.68
20140816,26.1,78.9,73.5,26.07
20140817,24.2,75.6,82,24.2
20140818,22.4,72.3,88.3,22.37
20140819,22.2,71.9,96.5,22.17
20140820,24.6,76.4,87.5,24.64
20140821,23.3,73.9,95.9,23.29
20140822,24.6,76.2,83.9,24.56
20140823,25.3,77.5,81,25.25
20140824,25.4,77.6,76.5,25.36
20140825,25.8,78.5,73.5,25.84
20140826,25.7,78.3,71.1,25.7
20140827,24.5,76.1,68,24.51
20140828,25,77,65.7,25.03
20140829,25.1,77.2,71.7,25.11
20140830,24.5,76.1,71.5,24.51
20140831,24.1,75.3,69.3,24.07
20140901,24.2,75.6,72.6,24.22
20140902,23.5,74.2,73.8,23.46
20140903,19.1,66.3,99.4,19.06
20140904,22.2,71.9,80.4,22.16
20140905,23.9,74.9,76.4,23.85
20140906,25.1,77.1,67.2,25.05
20140907,25.2,77.3,72,25.17
20140908,24.8,76.6,74,24.77
20140909,23.5,74.3,68.4,23.53
20140910,22.4,72.3,59.5,22.39
20140911,23.1,73.6,61.2,23.13
20140912,21.6,70.8,72.2,21.56
20140913,22.8,73.1,63.6,22.81
20140914,22.9,73.3,59.2,22.94
20140915,23.3,73.9,68.3,23.26
20140916,21.3,70.4,43.6,21.33
20140917,20.3,68.6,50.7,20.35
20140918,20.6,69,57.6,20.55
20140919,21.2,70.1,56.5,21.15
20140920,21.5,70.7,52.9,21.53
20140921,20.3,68.6,61,20.33
20140922,21.2,70.2,58.8,21.22
20140923,22.8,73.1,52.8,22.83
20140924,20.5,69,75.8,20.55
20140925,22,71.6,66.1,22
20140926,21,69.8,76.6,21.01
20140927,21.4,70.5,79.3,21.39
20140928,21.7,71.1,84.3,21.71
20140929,19.6,67.4,98.9,19.64
20140930,18.9,66,75.8,18.9
20150501,21,69.8,58.3,21.02
20150502,20.5,69,63,20.53
20150503,18.4,65.1,89.9,18.37
20150504,16.5,61.6,50.5,16.45
20150505,14.1,57.5,37.3,14.15
20150506,15.4,59.7,34.6,15.37
20150507,16.5,61.7,34.9,16.5
20150508,16.5,61.7,64.8,16.51
20150509,17.7,63.9,54.7,17.74
20150510,19.1,66.3,40.3,19.08
20150511,18.3,64.9,58.4,18.27
20150512,13.6,56.4,77.7,13.58
20150513,17,62.5,59,16.96
20150514,20.3,68.6,61.9,20.32
20150515,19.3,66.7,74.2,19.26
20150516,18.2,64.7,41,18.18
20150517,18.3,64.9,43.8,18.29
20150518,17.7,63.9,47.8,17.71
20150519,14.9,58.8,89,14.9
20150520,16.1,61,62.3,16.11
20150521,18.7,65.7,49.5,18.7
20150522,19.9,67.9,45.5,19.93
20150523,20.5,69,39.8,20.53
20150524,21,69.9,34.9,21.03
20150525,20.9,69.7,50.8,20.93
20150526,21.4,70.5,49.4,21.4
20150527,23.1,73.5,34.9,23.05
20150528,24.3,75.8,26.1,24.34
20150529,23.6,74.5,35.8,23.64
20150530,20.2,68.4,67.2,20.2
20150531,21.9,71.4,56.1,21.86
20150601,21.8,71.2,44.5,21.76
20150602,23,73.5,45.5,23.04
20150603,23.1,73.6,36.7,23.09
20150604,24.2,75.5,28,24.19
20150605,19.5,67.1,54.2,19.53
20150606,22.2,72,51.1,22.21
20150607,23.5,74.2,46.9,23.46
20150608,22.4,72.4,53.1,22.43
20150609,22.2,72,66.2,22.23
20150610,25,77.1,55.9,25.03
20150611,24.7,76.5,55,24.72
20150612,23.7,74.6,64.7,23.68
20150613,24.5,76.2,61.5,24.53
20150614,23.1,73.5,69.8,23.05
20150615,24.2,75.5,65.6,24.17
20150616,25,77,64.6,24.98
20150617,23.8,74.9,69.8,23.82
20150618,24.5,76.1,62,24.51
20150619,24.6,76.3,56.1,24.63
20150620,20.1,68.1,88.7,20.07
20150621,22.1,71.7,70.2,22.06
20150622,23.9,74.9,62.4,23.86
20150623,24.6,76.3,63.3,24.59
20150624,25.7,78.2,58.3,25.68
20150625,24.9,76.9,63.2,24.95
20150626,21.1,69.9,76.7,21.07
20150627,25,77.1,54.7,25.05
20150628,25.5,78,61,25.53
20150629,25.6,78,61,25.56
20150630,24.5,76,70.1,24.47
20150701,23.8,74.8,67.2,23.77
20150702,23.9,75,63.8,23.88
20150703,23.3,73.9,62.6,23.3
20150704,24,75.2,55.7,23.98
20150705,24.3,75.8,56.6,24.34
20150706,25.3,77.6,55,25.34
20150707,25.4,77.8,53.6,25.43
20150708,23.6,74.4,68.1,23.57
20150709,26.4,79.5,60.3,26.36
20150710,28.9,84.1,61,31.09
20150711,30.4,86.8,60.5,33.76
20150712,25.1,77.1,91.3,25.08
20150713,23.3,73.9,91.1,23.26
20150714,26,78.8,72.5,25.98
20150715,27.9,82.2,61.5,29.43
20150716,25,77,51.3,24.99
20150717,23.5,74.3,50,23.51
20150718,24.2,75.6,61.1,24.24
20150719,24.9,76.9,77.5,24.93
20150720,27.3,81.2,70.5,29.47
20150721,27.1,80.8,81.8,30.12
20150722,27.8,82,76.6,31.13
20150723,27,80.6,79.3,29.68
20150724,24.7,76.4,96.5,24.69
20150725,25,77,94.6,24.98
20150726,25.9,78.7,86.3,25.93
20150727,26.1,79,85.9,26.13
20150728,27.6,81.6,74.8,30.36
20150729,26.6,79.9,82.8,26.62
20150730,28.6,83.4,75.9,32.83
20150731,28,82.4,74.4,31.32
20150801,28.1,82.5,72.7,31.13
20150802,26.8,80.2,82.3,29.39
20150803,27.8,82.1,72.2,30.6
20150804,27.5,81.4,72.6,29.94
20150805,28.4,83.2,68.1,31.26
20150806,29.3,84.7,64,32.17
20150807,28.8,83.8,70.8,32.35
20150808,26.8,80.3,79.1,29.3
20150809,26.7,80.1,74.4,28.71
20150810,27.1,80.7,71.5,29.08
20150811,26.8,80.3,73,28.78
20150812,27.1,80.8,67.6,28.83
20150813,26.7,80,68,28.2
20150814,26.8,80.3,65.8,28.26
20150815,27,80.6,71.4,29
20150816,26,78.8,75.9,25.98
20150817,26.1,79,64.4,26.11
20150818,27.8,82,58,28.94
20150819,26.8,80.3,69.3,28.48
20150820,25.7,78.2,73.4,25.68
20150821,25.3,77.5,77.8,25.26
20150822,25.7,78.2,69.7,25.66
20150823,26.2,79.1,65.1,26.18
20150824,26.4,79.6,61.5,26.43
20150825,22.2,71.9,73.7,22.16
20150826,21.8,71.2,67.9,21.8
20150827,24.8,76.7,61.7,24.84
20150828,23.4,74.2,67.2,23.43
20150829,24.2,75.6,66.4,24.21
20150830,25,77,65.6,25
20150831,25.8,78.5,63.8,25.81
20150901,26,78.7,59,25.97
20150902,24.1,75.4,71.2,24.12
20150903,23.8,74.8,76,23.76
20150904,24.7,76.5,68.6,24.73
20150905,22.1,71.7,80.8,22.07
20150906,22.2,72,61.8,22.21
20150907,22.5,72.4,53.2,22.46
20150908,22.7,72.9,45.7,22.73
20150909,22.3,72.1,41.6,22.25
20150910,22.2,71.9,59.9,22.19
20150911,21.3,70.3,77.4,21.27
20150912,19.1,66.4,62.5,19.1
20150913,20,68,52.5,20.02
20150914,22.1,71.7,61.3,22.07
20150915,22.9,73.1,50.2,22.85
20150916,21.6,70.9,44.5,21.59
20150917,21.5,70.7,46.5,21.48
20150918,21.7,71,50.5,21.68
20150919,22.3,72.1,57.3,22.27
20150920,22.1,71.8,68.4,22.12
20150921,22.5,72.5,63.6,22.5
20150922,23.7,74.7,50.4,23.75
20150923,22,71.5,56.5,21.96
20150924,23.3,73.9,57.4,23.27
20150925,23.3,74,55.8,23.35
20150926,22.5,72.5,57.5,22.48
20150927,21.8,71.2,39,21.76
20150928,21.4,70.6,39.6,21.43
20150929,21.8,71.3,37.7,21.83
20150930,21.4,70.5,44.6,21.4
20160501,18.5,65.2,38.8,18.47
20160502,21.2,70.2,61.5,21.25
20160503,13.5,56.4,88.3,13.54
20160504,15.5,59.9,47.8,15.48
20160505,18.7,65.6,48.5,18.65
20160506,16.6,61.8,89.9,16.55
20160507,16.4,61.5,62.9,16.37
20160508,19.2,66.5,47.9,19.18
20160509,20,68.1,41.8,20.03
20160510,14.9,58.8,80.4,14.86
20160511,16.2,61.1,62.7,16.15
20160512,17.7,63.8,60.7,17.68
20160513,18.2,64.8,59.3,18.24
20160514,20.1,68.2,47.3,20.09
20160515,18,64.3,69.1,17.96
20160516,15.8,60.4,58.8,15.8
20160517,19,66.2,50.6,19.02
20160518,22,71.6,39.4,21.98
20160519,24.2,75.6,37.1,24.23
20160520,24.1,75.3,32.5,24.08
20160521,24.2,75.5,22,24.15
20160522,24.6,76.3,33.7,24.59
20160523,23.2,73.7,42.8,23.19
20160524,17.3,63.1,80.5,17.25
20160525,19.3,66.8,68.2,19.34
20160526,19.6,67.2,71.2,19.56
20160527,20.7,69.3,63.6,20.71
20160528,21.9,71.4,55.5,21.88
20160529,21.4,70.5,55.3,21.37
20160530,22.1,71.8,56.8,22.11
20160531,21.5,70.6,64.1,21.47
20160601,23.2,73.7,48.2,23.16
20160602,23.3,73.9,37.5,23.28
20160603,22.2,72,47.5,22.23
20160604,21.3,70.3,50.2,21.25
20160605,24.3,75.7,47.8,24.3
20160606,23.5,74.3,47,23.52
20160607,21.9,71.4,68.3,21.89
20160608,22.1,71.8,66.9,22.08
20160609,23.9,74.9,60.4,23.86
20160610,24.7,76.5,59.1,24.73
20160611,23.4,74.2,73.1,23.43
20160612,23.7,74.6,80.1,23.68
20160613,23.5,74.2,71.1,23.47
20160614,23.8,74.8,63.2,23.8
20160615,20.9,69.7,79.8,20.94
20160616,21,69.9,73.5,21.03
20160617,23.5,74.3,63.8,23.48
20160618,24.6,76.2,58,24.55
20160619,24,75.2,63.9,24.02
20160620,24.6,76.4,65.3,24.65
20160621,26.1,78.9,59.6,26.06
20160622,24.6,76.3,74.4,24.61
20160623,24.3,75.8,71,24.33
20160624,23.3,73.9,77.3,23.28
20160625,22.8,73,64.4,22.77
20160626,24.4,75.9,58.4,24.36
20160627,24.4,75.8,56.4,24.35
20160628,24.7,76.5,61,24.73
20160629,25.3,77.5,56.6,25.29
20160630,24.5,76.2,77.9,24.53
20160701,24.1,75.3,85.7,24.07
20160702,23.6,74.5,81.6,23.58
20160703,23.5,74.3,70.1,23.53
20160704,21.9,71.4,83.9,21.89
20160705,22.9,73.3,93.6,22.95
20160706,22.9,73.2,75.4,22.87
20160707,23.8,74.9,71.4,23.83
20160708,27.1,80.7,65.9,28.64
20160709,27.7,81.8,65.4,29.55
20160710,27.8,82,64.1,29.59
20160711,28.6,83.4,65,31.04
20160712,26.4,79.4,67.2,26.36
20160713,26.3,79.4,67.8,26.32
20160714,27.5,81.5,67.3,29.46
20160715,26.6,79.9,57.5,26.59
20160716,20.9,69.7,91.9,20.93
20160717,21.7,71.1,83.9,21.72
20160718,24.2,75.6,74.2,24.22
20160719,26.7,80.1,67.8,28.26
20160720,28.4,83.2,63.1,30.54
20160721,28.3,82.9,61,30
20160722,29.1,84.5,63.3,31.82
20160723,28.8,83.8,70.2,32.31
20160724,28,82.4,77.1,31.67
20160725,28.5,83.2,75.2,32.45
20160726,28.3,82.9,70.4,31.29
20160727,27.7,81.8,75.4,30.71
20160728,28.1,82.6,71.3,31.07
20160729,26,78.9,83.1,26.03
20160730,28.6,83.4,74.3,32.49
20160731,28.9,84,72.6,32.99
20160801,28.5,83.3,71.4,31.85
20160802,27.3,81.2,74,29.8
20160803,28.8,83.9,64.9,31.46
20160804,30.6,87.1,60.2,34.05
20160805,31.2,88.1,59.3,35.02
20160806,30.6,87,65.9,35.33
20160807,30.5,86.9,56,32.98
20160808,30.5,86.9,63.3,34.58
20160809,29.4,84.9,66.8,32.92
20160810,29.4,84.9,67.4,33.04
20160811,30.4,86.8,63.4,34.45
20160812,30.3,86.6,68.3,35.41
20160813,30.2,86.3,67.8,34.9
20160814,29.1,84.3,75,33.87
20160815,29.1,84.3,66.8,32.3
20160816,29.2,84.5,63.9,31.98
20160817,29.7,85.4,61.6,32.53
20160818,29.7,85.5,62.2,32.74
20160819,29.2,84.5,69.3,32.98
20160820,29.9,85.9,59.8,32.66
20160821,30.7,87.3,57.3,33.66
20160822,30.8,87.4,58.3,33.96
20160823,28.4,83.2,67.7,31.16
20160824,29.1,84.3,59.8,31.12
20160825,27.4,81.2,69,29.37
20160826,23.3,74,60.3,23.32
20160827,23.2,73.7,42.3,23.19
20160828,21.2,70.2,61.8,21.22
20160829,22,71.6,54.7,21.98
20160830,20.8,69.4,59.7,20.8
20160831,17.7,63.9,84.1,17.7
20160901,22.7,72.8,71.6,22.67
20160902,24.4,76,68.8,24.43
20160903,23.8,74.9,73.5,23.81
20160904,25.5,77.9,71.9,25.49
20160905,26.4,79.5,66.1,26.4
20160906,24.7,76.4,68.9,24.68
20160907,24.3,75.8,71.3,24.32
20160908,23.2,73.7,74.2,23.15
20160909,23.7,74.7,72.7,23.74
20160910,24.2,75.6,67.2,24.24
20160911,24.5,76.2,66.1,24.53
20160912,23.6,74.5,68.9,23.64
20160913,24.5,76,62.3,24.47
20160914,24.7,76.4,65,24.69
20160915,23.7,74.7,68.3,23.72
20160916,24.4,76,65.6,24.43
20160917,23.3,73.9,66.2,23.28
20160918,23.6,74.5,53.8,23.58
20160919,22,71.6,53.2,22.02
20160920,20.7,69.3,41.3,20.7
20160921,20,68.1,43.1,20.05
20160922,21.8,71.3,46.5,21.81
20160923,21.4,70.6,57.1,21.45
20160924,22.2,71.9,60.6,22.16
20160925,22.9,73.3,59.1,22.93
20160926,23.6,74.5,58,23.59
20160927,21.3,70.4,79.9,21.33
20160928,19.9,67.8,85.3,19.91
20160929,20.4,68.7,65.1,20.39
20160930,20.3,68.6,66,20.33
20170501,20,67.9,51.6,19.95
20170502,20.5,69,44.5,20.54
20170503,21.5,70.6,34.8,21.46
20170504,20.9,69.6,42.5,20.87
