일자,기온(°C),기온(°F),습도(%),열지수
19840811,27.8,82,74.1,30.76
19840812,28.1,82.5,81.5,32.49
19840813,28.7,83.7,70.5,32.16
19840814,26.8,80.3,79.1,29.29
19840815,23.4,74.2,91.9,23.43
19840816,24,75.2,68.3,24.02
19840817,26.2,79.2,67.8,26.21
19840818,29.5,85.2,65.4,33
19840819,29.5,85.1,63.3,32.44
19840820,28,82.3,65,29.95
19840821,26,78.8,78.1,25.97
19840822,25.2,77.4,73.5,25.22
19840823,24.3,75.8,78.8,24.32
19840824,21.2,70.2,94.3,21.24
19840825,24.8,76.7,86.4,24.81
19840826,25.9,78.6,80.3,25.88
19840827,25.1,77.1,84.6,25.08
19840828,25,76.9,94,24.96
19840829,25.7,78.3,91.5,25.75
19840830,26,78.8,82.4,25.99
19840831,23.2,73.8,93.5,23.23
19840901,23.4,74.2,97.6,23.43
19840902,19.9,67.7,93.9,19.85
19840903,21.1,70,74.6,21.09
19840904,20.5,68.9,78.5,20.51
19840905,22.2,72,79.3,22.23
19840906,21.1,69.9,81.1,21.05
19840907,23.5,74.4,69.3,23.53
19840908,22.3,72.1,78.6,22.26
19840909,22.2,71.9,74.3,22.15
19840910,19.6,67.3,60.9,19.63
19840911,19.5,67.1,62.8,19.5
19840912,18.9,65.9,70.6,18.85
19840913,19.8,67.6,75.6,19.78
19840914,20.3,68.5,70.3,20.28
19840915,21.6,70.9,65.4,21.62
19840916,20.9,69.5,68.4,20.86
19840917,20.3,68.5,77.3,20.29
19840918,21.5,70.7,70.8,21.5
19840919,20.9,69.6,71.6,20.91
19840920,20.1,68.1,80.4,20.07
19840921,20.6,69.1,75.6,20.61
19840922,21.3,70.4,70.5,21.33
19840923,20.1,68.2,77.4,20.14
19840924,19.1,66.4,84.5,19.14
19840925,17.4,63.4,60,17.44
19840926,17.5,63.6,59.8,17.54
19840927,17.5,63.5,66.9,17.53
19840928,17,62.5,78.8,16.96
19840929,19.5,67,82,19.46
19840930,19.8,67.6,76.8,19.75
19850501,19.9,67.8,71.1,19.89
19850502,19.9,67.8,67.6,19.86
19850503,20.5,68.9,64.4,20.52
19850504,21,69.8,64,21
19850505,16.1,60.9,95.9,16.06
19850506,13,55.5,96,13.03
19850507,13.1,55.6,85.3,13.11
19850508,14.5,58.2,77.1,14.54
19850509,19.3,66.7,65.5,19.25
19850510,21.6,70.9,55.6,21.64
19850511,21.2,70.1,60.3,21.16
19850512,19.9,67.9,75.1,19.95
19850513,16.1,61,85.8,16.13
19850514,18.6,65.5,33.1,18.61
19850515,20.3,68.6,35.5,20.34
19850516,22.1,71.9,45.5,22.15
19850517,21.8,71.2,45.1,21.8
19850518,16,60.7,68.8,15.95
19850519,15.2,59.4,98,15.25
19850520,14.2,57.5,92.4,14.19
19850521,14.6,58.2,66.9,14.56
19850522,17.5,63.4,73.8,17.45
19850523,18.8,65.8,71.5,18.75
19850524,17.9,64.3,68.3,17.93
19850525,16,60.8,83,16
19850526,19.7,67.4,69.6,19.69
19850527,20.8,69.4,62,20.76
19850528,21.8,71.3,52.8,21.83
19850529,20.2,68.3,38.5,20.16
19850530,19.1,66.4,41.9,19.11
19850531,18.5,65.3,62.6,18.5
19850601,19.1,66.4,66.3,19.14
19850602,20.2,68.4,67.3,20.23
19850603,19.2,66.6,76.9,19.22
19850604,21.2,70.1,75.1,21.15
19850605,22.7,72.8,62.5,22.69
19850606,22.4,72.3,55.3,22.37
19850607,17.9,64.3,77.6,17.92
19850608,20.9,69.6,68.5,20.88
19850609,20.4,68.6,71.5,20.36
19850610,22.2,71.9,72.5,22.15
19850611,21.8,71.2,71.3,21.78
19850612,22.5,72.4,68,22.46
19850613,20.4,68.7,61.4,20.41
19850614,19.6,67.3,53.8,19.6
19850615,20,68,61.6,20.02
19850616,22,71.5,60.8,21.97
19850617,20.9,69.6,83.8,20.88
19850618,23.9,74.9,76,23.85
19850619,24.7,76.5,71.4,24.72
19850620,24.9,76.8,66.5,24.9
19850621,22.4,72.3,63.9,22.41
19850622,22.2,72,82.4,22.25
19850623,24,75.1,78.3,23.96
19850624,23.6,74.4,80.6,23.55
19850625,24.4,76,76.6,24.43
19850626,25.7,78.2,73.4,25.69
19850627,23.9,75,78.3,23.9
19850628,24.7,76.4,68.1,24.65
19850629,25.5,77.9,71.4,25.51
19850630,25.2,77.4,73,25.22
19850701,22.5,72.5,84.3,22.5
19850702,25.2,77.4,75,25.22
19850703,22.4,72.3,80.6,22.37
19850704,24,75.3,74.6,24.03
19850705,24.4,75.9,79.4,24.41
19850706,23.8,74.8,81.1,23.78
19850707,22.7,72.8,86.3,22.68
19850708,23,73.4,90.1,23.02
19850709,26.3,79.4,87,26.33
19850710,24.2,75.5,94.6,24.17
19850711,23.9,75,86.5,23.91
19850712,21.9,71.4,95.8,21.87
19850713,22.9,73.2,90.5,22.91
19850714,24.2,75.6,82.3,24.24
19850715,25.2,77.4,76.8,25.23
19850716,24.8,76.7,75.4,24.83
19850717,23.1,73.6,95.8,23.09
19850718,24.6,76.3,85.6,24.6
19850719,23.3,74,90.5,23.32
19850720,26.2,79.1,81,26.18
19850721,26.8,80.2,82.6,29.52
19850722,27.4,81.3,78.9,30.47
19850723,26.9,80.5,75.9,29.21
19850724,26.9,80.4,77.8,29.27
19850725,27.7,81.8,76,30.77
19850726,28.2,82.7,72.9,31.45
19850727,27.3,81.2,78.8,30.3
19850728,28.8,83.8,75.6,33.26
19850729,29.9,85.7,69.4,34.54
19850730,29.7,85.5,68.5,34.04
19850731,28.8,83.8,70.9,32.35
19850801,28.1,82.5,76.4,31.71
19850802,25.4,77.8,82.4,25.44
19850803,25.3,77.6,88.3,25.34
19850804,26.1,79.1,84.1,26.15
19850805,23.5,74.2,88.6,23.47
19850806,27.1,80.7,81.3,30.02
19850807,27.3,81.1,78.3,30.17
19850808,28.1,82.6,76.4,31.84
19850809,26.1,79,86,26.11
19850810,21.8,71.3,92.8,21.82
19850811,24.4,75.9,77.9,24.38
19850812,26.9,80.5,76.4,29.28
19850813,27.4,81.4,80.9,30.81
19850814,25.8,78.4,75.3,25.8
19850815,24.7,76.5,82.6,24.73
19850816,23.6,74.5,86.5,23.59
19850817,24,75.2,84.4,23.97
19850818,27.5,81.5,78.8,30.69
19850819,29.3,84.7,70.9,33.58
19850820,28.5,83.3,71,31.87
19850821,28.4,83.2,79,33.01
19850822,29,84.3,72.5,33.27
19850823,29.3,84.8,69.6,33.41
19850824,29.4,84.8,73.1,34.16
19850825,28.1,82.6,80.6,32.5
19850826,26.9,80.4,76.6,29.17
19850827,25.2,77.4,88.5,25.25
19850828,25.7,78.2,85.3,25.69
19850829,25.3,77.5,80.8,25.29
19850830,27.1,80.7,72.1,29.14
19850831,21.4,70.6,90.3,21.44
19850901,25.2,77.4,73.6,25.2
19850902,22.4,72.3,88.6,22.37
19850903,25.3,77.6,84,25.32
19850904,23.6,74.4,87.8,23.57
19850905,25.7,78.2,82.9,25.68
19850906,23.5,74.3,87,23.49
19850907,23.7,74.6,82.1,23.69
19850908,23.3,73.9,79.8,23.3
19850909,24.1,75.4,75.5,24.11
19850910,19.7,67.5,87.9,19.73
19850911,21.8,71.2,88.9,21.75
19850912,22.1,71.7,72.6,22.06
19850913,20.2,68.4,70.8,20.23
19850914,20.3,68.6,79.4,20.34
19850915,16.9,62.5,93.6,16.92
19850916,19.8,67.6,79.5,19.77
19850917,18.3,65,91.1,18.33
19850918,19.8,67.7,88.4,19.84
19850919,17.8,64,90.6,17.8
19850920,17.6,63.6,89.4,17.57
19850921,18.1,64.6,87.5,18.09
19850922,18.7,65.6,55.1,18.68
19850923,17.3,63.2,67.5,17.35
19850924,19.1,66.4,67.8,19.13
19850925,16.8,62.2,67.9,16.78
19850926,16.4,61.6,63.4,16.43
19850927,19,66.2,68.9,18.97
19850928,18.9,66,75.3,18.9
19850929,17,62.7,63.4,17.04
19850930,14.3,57.7,69.5,14.28
19860501,12.1,53.7,84,12.08
19860502,14.3,57.7,79.5,14.26
19860503,18.6,65.5,61,18.61
19860504,19.9,67.8,54.9,19.9
19860505,19.9,67.9,50,19.94
19860506,18.8,65.9,54,18.82
19860507,19.2,66.5,59.9,19.19
19860508,21,69.8,46.3,21
19860509,13,55.5,72.5,13.04
19860510,12,53.6,74.1,12
19860511,12.9,55.2,71.3,12.91
19860512,16.8,62.3,64.9,16.81
19860513,15.3,59.5,77.8,15.28
19860514,13.2,55.8,78.9,13.23
19860515,12.9,55.3,78.1,12.94
19860516,13.8,56.8,69,13.76
19860517,18,64.4,65,17.98
19860518,19.5,67,70,19.46
19860519,17.6,63.7,86.5,17.62
19860520,17.8,64,49.8,17.78
19860521,16.9,62.3,48.6,16.85
19860522,17.6,63.7,61.8,17.6
19860523,19.1,66.4,54.5,19.1
19860524,17.2,62.9,63.8,17.18
19860525,20.5,68.9,60.6,20.48
19860526,18.2,64.8,69.4,18.21
19860527,20.1,68.1,61.8,20.07
19860528,19.8,67.6,60,19.8
19860529,21.2,70.2,61.9,21.2
19860530,21.5,70.8,68.3,21.55
19860531,19.1,66.4,78.4,19.11
19860601,20.7,69.2,82.9,20.66
19860602,22.5,72.5,66.9,22.52
19860603,22.7,72.9,64.8,22.74
19860604,20.2,68.4,75.6,20.21
19860605,19.1,66.4,78.5,19.11
19860606,18.5,65.4,78.4,18.55
19860607,21,69.8,70.6,20.98
19860608,21.5,70.7,67.3,21.5
19860609,21.5,70.6,67,21.45
19860610,23.3,74,59.4,23.33
19860611,26.5,79.7,55.4,26.5
19860612,25.3,77.5,42.5,25.29
19860613,23.2,73.8,56.6,23.21
19860614,22.2,71.9,65.5,22.18
19860615,18.7,65.7,90.8,18.7
19860616,19.7,67.4,96.5,19.68
19860617,18,64.4,95.1,18.02
19860618,20,68,84.6,19.99
19860619,20.8,69.5,76.4,20.82
19860620,21.7,71.1,74,21.75
19860621,24.6,76.3,70.3,24.64
19860622,24.1,75.4,69.3,24.12
19860623,23.7,74.7,72.9,23.73
19860624,21.5,70.6,91.1,21.46
19860625,23.5,74.2,83.9,23.45
19860626,24,75.2,76.9,23.99
19860627,25.8,78.4,78.5,25.78
19860628,22.7,72.8,87.9,22.69
19860629,22.5,72.5,85.4,22.47
19860630,22.4,72.4,74.6,22.44
19860701,21.4,70.4,71.9,21.36
19860702,20.7,69.2,65.9,20.67
19860703,20.4,68.6,59.6,20.35
19860704,20.5,68.8,66,20.46
19860705,20.4,68.7,72.4,20.4
19860706,22.3,72.1,73.8,22.27
19860707,24.5,76.2,66.9,24.53
19860708,26.2,79.1,67.9,26.19
19860709,24.3,75.7,65.8,24.26
19860710,24.8,76.7,76.1,24.81
19860711,21.4,70.4,89.4,21.35
19860712,22.1,71.8,85.3,22.13
19860713,22.5,72.5,84.4,22.5
19860714,23.7,74.7,84.3,23.71
19860715,25.2,77.3,80,25.19
19860716,23.6,74.5,90.5,23.63
19860717,22.3,72.1,85,22.27
19860718,23.1,73.5,84.1,23.06
19860719,22.4,72.4,91.3,22.42
19860720,24.5,76.2,88.5,24.55
19860721,23.5,74.4,89.6,23.54
19860722,23.9,75.1,84.4,23.93
19860723,23.7,74.6,86.1,23.68
19860724,21.3,70.3,93,21.26
19860725,24.5,76,89.9,24.46
19860726,25.9,78.7,87.8,25.95
19860727,25.5,77.9,85,25.52
19860728,26.6,79.8,80.4,26.58
19860729,26,78.9,82.1,26.03
19860730,26.8,80.2,75.8,28.9
19860731,28,82.3,75.9,31.39
19860801,28.2,82.7,77.6,32.1
19860802,27.8,82.1,81.3,31.86
19860803,27.1,80.7,74.4,29.36
19860804,25,77,74.3,24.99
19860805,25.3,77.6,75.9,25.32
19860806,25.6,78.1,69.8,25.64
19860807,25.1,77.2,66.8,25.12
19860808,25.5,78,68.1,25.53
19860809,25.3,77.6,77.3,25.33
19860810,25.9,78.7,81,25.94
19860811,22.8,73.1,84.8,22.83
19860812,24.5,76.1,83.3,24.48
19860813,24.9,76.8,86.6,24.9
19860814,25.5,77.8,72.9,25.46
19860815,26.1,79,73.3,26.13
19860816,24.9,76.8,86.8,24.91
19860817,23.7,74.7,89.1,23.71
19860818,23,73.4,87.9,22.98
19860819,25.6,78,81.5,25.57
19860820,24.4,75.9,87,24.4
19860821,23.5,74.4,73,23.55
19860822,22.4,72.4,75.1,22.43
19860823,23.3,74,76.9,23.33
19860824,24.8,76.6,75.6,24.79
19860825,25.9,78.7,71.6,25.94
19860826,25.8,78.5,73.3,25.84
19860827,22.4,72.2,90.5,22.36
19860828,21.1,70,92.1,21.12
19860829,21.2,70.2,80.9,21.22
19860830,23,73.4,72.6,23.02
19860831,23.8,74.8,73.5,23.78
19860901,24.5,76.1,77,24.49
19860902,18.9,66,93.3,18.9
19860903,23.4,74.1,81.3,23.38
19860904,23.1,73.6,80.3,23.12
19860905,23.6,74.5,81.9,23.6
19860906,22.9,73.2,77.5,22.89
19860907,22.6,72.6,75.9,22.55
19860908,22.2,72,79.3,22.22
19860909,22.8,73.1,78.3,22.82
19860910,22.9,73.2,77,22.86
19860911,22.2,71.9,76.5,22.19
19860912,21.8,71.2,79.3,21.76
19860913,19.8,67.7,70.1,19.83
19860914,20.2,68.3,70.5,20.16
19860915,21,69.8,68.6,20.97
19860916,20.9,69.7,72.5,20.93
19860917,16.7,62,57.3,16.65
19860918,17.1,62.7,57.6,17.07
19860919,17.4,63.4,61.1,17.43
19860920,16.7,62,76.1,16.68
19860921,15.3,59.5,93.3,15.27
19860922,18.8,65.8,85,18.78
19860923,20.4,68.8,64,20.44
19860924,17,62.5,60.1,16.95
19860925,18.4,65.2,70.3,18.43
19860926,18.6,65.4,65.6,18.57
19860927,17.7,63.8,72.4,17.67
19860928,18.6,65.5,66.3,18.63
19860929,18.2,64.8,69,18.2
19860930,16.9,62.5,58.9,16.93
19870501,17,62.6,69,17.03
19870502,15.5,60,69.9,15.54
19870503,11.1,52,62.3,11.11
19870504,11.6,52.9,67.8,11.64
19870505,12.6,54.7,67.4,12.63
19870506,13.2,55.8,72.5,13.21
19870507,15.5,59.9,69.1,15.49
19870508,15.8,60.4,63,15.75
19870509,17.4,63.4,55.6,17.44
19870510,16.9,62.5,64.8,16.93
19870511,17.1,62.8,84.3,17.11
19870512,19.6,67.2,76.1,19.56
19870513,17,62.6,77.9,17
19870514,17.9,64.2,60.5,17.87
19870515,17,62.6,52.9,17
19870516,16.5,61.6,53.3,16.47
19870517,12.2,53.9,76.1,12.16
19870518,15.4,59.6,60.4,15.35
19870519,17.3,63.1,49.1,17.28
19870520,19.8,67.6,51,19.78
19870521,22.5,72.4,55.8,22.45
19870522,19.2,66.5,82.8,19.19
19870523,17.7,63.9,88,17.71
19870524,19.3,66.7,79,19.26
19870525,19.5,67,87.1,19.45
19870526,20.1,68.2,72,20.12
19870527,20.3,68.5,39.3,20.25
19870528,19.6,67.2,47.6,19.56
19870529,18.6,65.4,50.4,18.55
19870530,19,66.2,47.8,18.99
19870531,21.6,70.9,50.3,21.59
19870601,23.5,74.4,59.3,23.53
19870602,19.7,67.5,90.4,19.73
19870603,19,66.2,82.3,18.99
19870604,22.7,72.8,75.5,22.69
19870605,23.7,74.7,81,23.7
19870606,24.7,76.4,78.9,24.69
19870607,17.3,63.2,89.5,17.31
19870608,19.8,67.7,56.1,19.85
19870609,21.6,70.8,55.9,21.57
19870610,22.5,72.5,58.8,22.5
19870611,24,75.2,52.9,23.98
19870612,22,71.7,51.9,22.03
19870613,22.3,72.2,49.1,22.32
19870614,21.5,70.6,67.9,21.46
19870615,21.5,70.7,62.8,21.49
19870616,21.7,71.1,72.9,21.72
19870617,22.7,72.9,62.8,22.72
19870618,23.5,74.3,58.1,23.53
19870619,22.1,71.8,67.6,22.1
19870620,19.8,67.6,83.9,19.76
19870621,22.4,72.3,65.9,22.41
19870622,23.3,73.9,59.9,23.3
19870623,23.7,74.7,65.4,23.73
19870624,23.7,74.7,65.8,23.72
19870625,25.6,78,54.9,25.57
19870626,26.8,80.2,54,27.46
19870627,26.7,80.1,53.1,27.32
19870628,23.4,74.2,62,23.45
19870629,23.3,74,70.8,23.32
19870630,23,73.3,75.8,22.96
19870701,25.3,77.5,64,25.28
19870702,24.3,75.8,69.3,24.31
19870703,24.3,75.7,76.6,24.25
19870704,24.5,76,75.5,24.45
19870705,24.1,75.3,77.1,24.06
19870706,24,75.1,82.4,23.97
19870707,24.7,76.5,76.4,24.73
19870708,22.6,72.7,79.8,22.64
19870709,24.8,76.7,67,24.85
19870710,23.3,73.9,76.5,23.28
19870711,22.3,72.2,91.4,22.35
19870712,23,73.4,89.9,22.99
19870713,23.7,74.6,83.3,23.67
19870714,23,73.5,81.5,23.04
19870715,21.8,71.3,89.8,21.84
19870716,21.2,70.2,88,21.2
19870717,23,73.4,83.9,23.02
19870718,23.7,74.7,83.1,23.75
19870719,25.4,77.7,78.4,25.41
19870720,26.6,79.9,77.9,26.6
19870721,24,75.2,92.1,23.99
19870722,22.8,73,91.4,22.79
19870723,22.9,73.1,86.3,22.85
19870724,23.1,73.5,82,23.08
19870725,24.8,76.6,76.6,24.8
19870726,23.2,73.7,89.1,23.16
19870727,23.8,74.8,95.6,23.79
19870728,26.7,80.1,81.3,29.21
19870729,23.8,74.8,89.8,23.75
19870730,23,73.4,92.3,23.02
19870731,23.7,74.7,88.9,23.7
19870801,26.6,79.9,80.9,26.59
19870802,25.7,78.3,88.8,25.7
19870803,25.4,77.8,93.1,25.44
19870804,24,75.1,95.5,23.96
19870805,25.8,78.5,79.6,25.83
19870806,24.5,76.1,81.3,24.52
19870807,20.2,68.4,91.8,20.23
19870808,22.5,72.4,82.8,22.46
19870809,25.1,77.2,79.9,25.1
19870810,23.3,74,84.5,23.32
19870811,24.1,75.4,82.4,24.13
19870812,25,77,81.3,24.97
19870813,25.1,77.2,81.6,25.1
19870814,26.4,79.5,75.9,26.38
19870815,25.8,78.4,86.3,25.81
19870816,24.1,75.4,92.3,24.11
19870817,24.7,76.5,80.5,24.71
19870818,25.2,77.4,78.6,25.23
19870819,26,78.8,79.1,25.99
19870820,24.1,75.3,89,24.07
19870821,24.9,76.7,85.9,24.85
19870822,25.7,78.3,81,25.74
19870823,25.1,77.2,80.8,25.1
19870824,24.9,76.8,83.5,24.9
19870825,24.6,76.3,85.4,24.6
19870826,25.9,78.7,78.4,25.92
19870827,25.3,77.5,86.8,25.28
19870828,26,78.8,83.4,25.98
19870829,22.6,72.7,91.6,22.6
19870830,20.9,69.5,97,20.86
19870831,21.5,70.6,86.1,21.45
19870901,23.5,74.2,79.6,23.46
19870902,22.9,73.3,75.4,22.93
19870903,24.2,75.5,74.1,24.17
19870904,22.7,72.9,66.4,22.75
19870905,18.1,64.6,83.1,18.09
19870906,20.6,69.1,91.3,20.63
19870907,21.1,70,79.8,21.1
19870908,20.5,69,77.8,20.54
19870909,21.8,71.2,75.4,21.8
19870910,22.7,72.9,70.6,22.71
19870911,22.3,72.1,67,22.3
19870912,22.5,72.6,59.3,22.55
19870913,21.7,71.1,65.8,21.7
19870914,21.9,71.4,73.5,21.9
19870915,22,71.6,72.3,22.03
19870916,19.3,66.7,52.1,19.28
19870917,18.2,64.7,54.9,18.17
19870918,18.1,64.6,62.4,18.13
19870919,19.7,67.4,65.9,19.68
19870920,21.4,70.6,60.1,21.43
19870921,20.4,68.7,82.8,20.39
19870922,20.2,68.3,67.5,20.18
19870923,19.9,67.9,67.3,19.94
19870924,20.4,68.7,71.4,20.4
19870925,16.8,62.2,75.4,16.76
19870926,12.3,54.1,44.6,12.27
19870927,14.2,57.5,56.8,14.17
19870928,17.6,63.7,73.6,17.64
19870929,18,64.5,67.6,18.05
19870930,18.8,65.9,67,18.84
19880501,16.6,61.8,55.5,16.57
19880502,15.9,60.7,40.1,15.95
19880503,16.6,61.9,62.3,16.6
19880504,17.7,63.8,58.1,17.69
19880505,16.4,61.6,40,16.44
19880506,16.8,62.2,42.8,16.75
19880507,17,62.6,66.6,17.01
19880508,16.4,61.6,43.3,16.45
19880509,14.9,58.9,41.6,14.92
19880510,15.5,59.9,48,15.5
19880511,14.9,58.8,64.5,14.91
19880512,16.5,61.7,49.8,16.53
19880513,18.1,64.6,40.3,18.12
19880514,16.5,61.7,45.5,16.47
19880515,16.3,61.4,56.3,16.32
19880516,18.7,65.6,52.5,18.67
19880517,18.8,65.9,51.1,18.83
19880518,20.3,68.6,52.4,20.34
19880519,22.3,72.1,38.5,22.3
19880520,24.2,75.5,41,24.19
19880521,22.4,72.2,46.3,22.36
19880522,12.1,53.8,88.3,12.13
19880523,16.3,61.3,64.6,16.3
19880524,18.8,65.8,48.4,18.76
19880525,19.7,67.4,54.5,19.67
19880526,20.5,69,56.5,20.54
19880527,18.2,64.8,72.1,18.25
19880528,18.2,64.8,69.1,18.23
19880529,19.8,67.7,68.5,19.83
19880530,21.6,70.9,62.3,21.59
19880531,19.8,67.6,61.9,19.8
19880601,16.1,61,93.6,16.13
19880602,19.6,67.3,87.5,19.62
19880603,18.4,65.2,85.3,18.43
19880604,16.2,61.2,89.5,16.21
19880605,20.8,69.4,71.5,20.8
19880606,20.2,68.4,64.4,20.24
19880607,22.5,72.4,57.9,22.47
19880608,20.1,68.2,88.3,20.12
19880609,21.8,71.2,84.5,21.76
19880610,22,71.6,78.9,22
19880611,22,71.5,77.9,21.96
19880612,24.2,75.5,66.3,24.17
19880613,23.2,73.8,67.4,23.2
19880614,23.2,73.7,69.3,23.15
19880615,24,75.2,58.9,24.01
19880616,23.2,73.8,61.4,23.21
19880617,21.3,70.3,61.6,21.3
19880618,22.4,72.3,69.9,22.36
19880619,22.2,71.9,84.4,22.16
19880620,22.1,71.8,79.8,22.12
19880621,24.2,75.5,64.6,24.19
19880622,24.7,76.5,54.9,24.73
19880623,23.1,73.6,54.9,23.11
19880624,24.3,75.7,57.6,24.3
19880625,25,77,50.3,25
19880626,25.8,78.5,44.9,25.82
19880627,25.5,78,54,25.54
19880628,24.7,76.5,61.5,24.73
19880629,24.2,75.6,71,24.21
19880630,25.3,77.5,69.4,25.28
19880701,25.9,78.6,67.3,25.87
19880702,23.8,74.8,83.5,23.75
19880703,25.7,78.2,81.5,25.68
19880704,24.9,76.7,60.4,24.86
19880705,22.9,73.3,76.9,22.95
19880706,25.9,78.6,69.3,25.89
19880707,25.1,77.1,70,25.07
19880708,24.2,75.6,85.6,24.24
19880709,22.8,73,97.9,22.75
19880710,24.3,75.7,85.4,24.27
19880711,24.9,76.8,82,24.91
19880712,23.7,74.6,92.5,23.69
19880713,26,78.8,91.6,26
19880714,24.2,75.6,94,24.22
19880715,26.1,79.1,82.1,26.15
19880716,24.7,76.4,80.6,24.69
19880717,24.6,76.4,84.4,24.64
19880718,24.9,76.7,76.6,24.85
19880719,25.6,78.1,85.9,25.61
19880720,23.8,74.8,94.3,23.78
19880721,25.6,78,76.9,25.58
19880722,21.3,70.3,88.8,21.3
19880723,23.6,74.5,80.9,23.61
19880724,23.8,74.8,70.5,23.8
19880725,22,71.7,64,22.03
19880726,22.4,72.3,61.3,22.4
19880727,23.4,74.1,62.1,23.37
19880728,24.5,76,63.4,24.45
19880729,24.8,76.6,57.5,24.78
19880730,24.8,76.7,61.8,24.85
19880731,26,78.8,74.1,26.03
19880801,28.3,82.9,73.5,31.68
19880802,27.5,81.6,73.5,30.2
19880803,27.4,81.4,71,29.71
19880804,27.7,81.9,69.6,30.13
19880805,27.5,81.4,67.8,29.44
19880806,28.9,84.1,63.6,31.5
19880807,30.4,86.6,63.3,34.26
19880808,29.7,85.4,68.3,33.87
19880809,28.9,84,73,33.03
19880810,30.9,87.6,62.8,35.36
19880811,29.5,85.1,55,31.04
19880812,28.5,83.4,59.3,30.18
19880813,29.2,84.5,61.6,31.59
19880814,29.4,84.8,61.8,31.96
19880815,28.5,83.2,59.8,30.12
19880816,28.3,83,66.4,30.81
19880817,26.4,79.6,77.6,26.42
19880818,26.3,79.3,81.5,26.29
19880819,26.3,79.3,79.5,26.3
19880820,25.7,78.2,83.9,25.67
19880821,25.1,77.1,81.8,25.05
19880822,24.4,76,75.8,24.42
19880823,24.3,75.7,70.6,24.27
19880824,24.3,75.8,73.4,24.32
19880825,24.4,76,75.1,24.43
19880826,25.4,77.7,70,25.38
19880827,20.6,69.1,85.3,20.6
19880828,21.7,71.1,80.8,21.7
19880829,20.7,69.2,83.4,20.66
19880830,22.1,71.8,80.1,22.1
19880831,23.7,74.7,76.6,23.71
19880901,23.4,74.2,78.4,23.44
19880902,23.5,74.3,70.1,23.52
19880903,23.5,74.2,66.1,23.46
19880904,24.3,75.7,61.8,24.3
19880905,22.5,72.5,73.4,22.49
19880906,23.9,75.1,66,23.93
19880907,24.8,76.7,65.5,24.83
19880908,25,76.9,56.9,24.95
19880909,24.3,75.8,66.8,24.32
19880910,22.3,72.2,71.4,22.33
19880911,18.6,65.5,89.9,18.64
19880912,21.3,70.4,74.9,21.31
19880913,21.9,71.5,69.8,21.93
19880914,22,71.5,72.6,21.97
19880915,21.9,71.4,63.4,21.88
19880916,21.7,71.1,68.4,21.74
19880917,22.7,72.9,65.5,22.72
19880918,22.9,73.3,70.6,22.93
19880919,19.6,67.2,81.5,19.56
19880920,19.7,67.5,66.1,19.74
19880921,20.6,69.1,56.9,20.6
19880922,20.8,69.4,62.3,20.76
19880923,20.7,69.2,63.1,20.69
19880924,22.5,72.5,55.1,22.52
19880925,19,66.2,62.8,19.03
19880926,15.8,60.4,65.1,15.77
19880927,17.1,62.8,60.3,17.13
19880928,18.4,65.2,51.8,18.45
19880929,18.7,65.7,50.9,18.73
19880930,18.5,65.3,54.1,18.51
19890501,17.4,63.3,51.9,17.41
19890502,18.2,64.8,50.4,18.2
19890503,17.8,64.1,54.4,17.84
19890504,18.7,65.7,50.1,18.71
19890505,20.9,69.6,44.4,20.91
19890506,22.7,72.8,38,22.69
19890507,19.5,67.1,50.9,19.5
19890508,14.5,58.1,89,14.53
19890509,16.7,62,80.4,16.65
19890510,19.3,66.7,71.3,19.29
19890511,17,62.6,78.5,17
19890512,17.8,64.1,62,17.82
19890513,14.6,58.2,72.8,14.58
19890514,11.8,53.2,72.5,11.81
19890515,14.8,58.7,64,14.85
19890516,16.7,62,51.5,16.67
19890517,18.7,65.7,62,18.7
19890518,22,71.6,57.6,22.02
19890519,20.8,69.4,58.1,20.76
19890520,17.6,63.8,76.4,17.65
19890521,16.4,61.5,79.4,16.37
19890522,17.1,62.8,74.1,17.12
19890523,18.8,65.8,68.8,18.8
19890524,17.7,63.9,70.1,17.72
19890525,16.2,61.2,67,16.2
19890526,18.8,65.8,62.6,18.8
19890527,21.3,70.4,62.5,21.31
19890528,20.3,68.5,67,20.27
19890529,21,69.7,58.5,20.97
19890530,18.6,65.5,73.1,18.61
19890531,19.8,67.6,65.4,19.75
19890601,20.6,69.1,59.5,20.6
19890602,21.2,70.2,50.4,21.24
19890603,22.6,72.7,54.4,22.61
19890604,22,71.7,56.8,22.03
19890605,20.4,68.7,82.1,20.37
19890606,21.1,70,70.4,21.1
19890607,24.9,76.8,55.8,24.88
19890608,18,64.4,71.6,18
19890609,16.1,61,80.8,16.1
19890610,18.9,65.9,59.6,18.86
19890611,20.2,68.3,60.8,20.18
19890612,21.8,71.3,68.6,21.83
19890613,24.9,76.9,57.3,24.93
19890614,19.9,67.8,74,19.89
19890615,18.6,65.4,89,18.55
19890616,20.6,69.1,78.1,20.6
19890617,20.1,68.3,70.8,20.14
19890618,18.2,64.8,79.1,18.23
19890619,17.6,63.6,64.8,17.56
19890620,19.9,67.9,58,19.93
19890621,20.8,69.4,66.5,20.77
19890622,21.5,70.6,67.3,21.45
19890623,25.4,77.7,58.9,25.41
19890624,23.8,74.9,48.4,23.82
19890625,23.7,74.6,53.9,23.68
19890626,24,75.1,63,23.95
19890627,22.4,72.4,79.8,22.43
